-78.67,-2.16,11.12
-78.8,-2,11.02
-79.04,-2.19,10.73
-78.8,-2.2,10.98
-79.03,-2.11,10.76
-79.15,-2.14,10.63
-79.12,-2.26,10.63
-79.09,-2.17,10.69
-79.14,-2.2,10.63
-79.02,-2.13,10.77
-79.02,-2.27,10.73
-78.72,-2.2,11.06
-79.28,-2.01,10.52
-78.88,-2.13,10.91
-79.16,-2.1,10.63
-79.09,-2.21,10.67
-79.18,-2.23,10.59
-79.29,-2.23,10.47
-79.51,-2.25,10.24
-79.5,-2.37,10.23
-78.41,-2.19,11.37
-78.65,-2.35,11.1
-79.17,-2.17,10.6
-79.33,-2.19,10.44
-79.22,-2.37,10.51
-79.46,-2.36,10.26
-79.26,-2.38,10.47
-79.53,-2.32,10.2
-79.36,-2.33,10.37
-79.32,-2.43,10.4
-79.6,-2.35,10.12
-79.8,-2.45,9.89
-79.45,-2.32,10.29
-79.66,-2.3,10.08
-79.51,-2.31,10.23
-79.71,-2.35,10.01
-79.75,-2.37,9.97
-79.75,-2.27,9.99
-80.2,-2.35,9.51
-79.82,-2.25,9.92
-80.38,-2.25,9.35
-81.39,-2.25,8.31
-81.15,-2.68,8.43
-81.08,-2.06,8.68
-80.43,-2.33,9.27
-77.36,-2.35,12.42
-77.89,-2.34,11.88
-78.34,-2.62,11.35
-78.3,-2.33,11.46
-78.42,-1.98,11.41
-78.43,-2.35,11.32
-78.72,-2.09,11.08
-78.42,-2.06,11.39
-78.53,-2.12,11.27
-78.56,-2.18,11.22
-78.49,-1.95,11.34
-78.63,-2.13,11.16
-78.62,-2.16,11.17
-78.55,-2.12,11.25
-77.97,-2.22,11.82
-78.36,-2.13,11.43
-77.77,-2.22,12.02
-78.1,-2.46,11.64
-78.38,-2.15,11.41
-78.3,-2.28,11.46
-78.27,-2.3,11.49
-77.12,-2.49,12.63
-77.25,-2.46,12.5
-77.74,-2.43,12.01
-77.92,-2.4,11.84
-78.1,-2.25,11.68
-78.09,-2.34,11.67
-78.02,-2.42,11.73
-78.18,-2.42,11.57
-78.18,-2.35,11.58
-78.22,-2.4,11.53
-78.47,-2.33,11.29
-78.22,-2.44,11.52
-78.14,-2.69,11.54
-77.74,-2.35,12.03
-77.85,-2.41,11.9
-78.01,-2.33,11.75
-78.25,-2.41,11.49
-78.21,-2.2,11.58
-77.91,-2.41,11.84
-77.75,-2.29,12.03
-78.37,-2.39,11.38
-78.53,-2.38,11.22
-78.49,-2.4,11.26
-78.48,-2.4,11.26
-78.11,-2.35,11.65
-78.54,-2.23,11.24
-78.5,-2.27,11.27
-78.57,-2.18,11.22
-78.71,-2.29,11.05
,,
-78.78905263,-2.282,10.96873684